library	symbol	class
libflexio	flexio_cmdq_create	lifecycle
libflexio	flexio_cmdq_destroy	lifecycle
libflexio	flexio_cmdq_is_empty	capability
libflexio	flexio_cmdq_state_running	internal
libflexio	flexio_cmdq_task_add	lifecycle
libflexio	flexio_copy_from_host	internal
libflexio	flexio_coredump_create	lifecycle
libflexio	flexio_coredump_create_mrsize	lifecycle
libflexio	flexio_cq_create	lifecycle
libflexio	flexio_cq_destroy	lifecycle
libflexio	flexio_cq_get_cq_num	query
libflexio	flexio_cq_get_obj	query
libflexio	flexio_cq_modify_moderation	lifecycle
libflexio	flexio_cq_query_moderation	query
libflexio	flexio_crash_data	internal
libflexio	flexio_create_prm_alias	lifecycle
libflexio	flexio_create_prm_cq	lifecycle
libflexio	flexio_create_prm_dpa_eq	lifecycle
libflexio	flexio_create_prm_dpa_uar	lifecycle
libflexio	flexio_create_prm_heap_mem	lifecycle
libflexio	flexio_create_prm_mkey	lifecycle
libflexio	flexio_create_prm_outbox	lifecycle
libflexio	flexio_create_prm_process	lifecycle
libflexio	flexio_create_prm_process_coredump	lifecycle
libflexio	flexio_create_prm_qp	lifecycle
libflexio	flexio_create_prm_rmp	lifecycle
libflexio	flexio_create_prm_rq	lifecycle
libflexio	flexio_create_prm_sq	lifecycle
libflexio	flexio_create_prm_thread	lifecycle
libflexio	flexio_create_prm_tir	lifecycle
libflexio	flexio_create_prm_tis	lifecycle
libflexio	flexio_create_prm_transport_domain	lifecycle
libflexio	flexio_create_prm_window	lifecycle
libflexio	flexio_dev_event_handler_wrapper	internal
libflexio	flexio_device_mkey_create	lifecycle
libflexio	flexio_device_mkey_destroy	lifecycle
libflexio	flexio_err_handler_fd	internal
libflexio	flexio_err_status_get	query
libflexio	flexio_event_handler_create	lifecycle
libflexio	flexio_event_handler_destroy	lifecycle
libflexio	flexio_event_handler_get_activation_id	query
libflexio	flexio_event_handler_get_id	query
libflexio	flexio_event_handler_get_obj_id	query
libflexio	flexio_event_handler_get_thread	query
libflexio	flexio_event_handler_get_thread_obj	query
libflexio	flexio_event_handler_run	internal
libflexio	flexio_func_get_register_info	lifecycle
libflexio	flexio_func_pup_register	lifecycle
libflexio	flexio_func_register	lifecycle
libflexio	flexio_host2dev_memcpy	memory
libflexio	flexio_hw_async_rpc_dispatcher	internal
libflexio	flexio_hw_async_rpc_worker	internal
libflexio	flexio_hw_model_id_get	query
libflexio	flexio_hw_rpc	internal
libflexio	flexio_log_dev_destroy	lifecycle
libflexio	flexio_log_dev_flush	internal
libflexio	flexio_log_dev_init	lifecycle
libflexio	flexio_log_lvl_set	query
libflexio	flexio_memcpy	memory
libflexio	flexio_mkey_get_id	query
libflexio	flexio_modify_prm_cq_moderation	lifecycle
libflexio	flexio_modify_prm_process	lifecycle
libflexio	flexio_modify_prm_thread	lifecycle
libflexio	flexio_msg_stream_create	lifecycle
libflexio	flexio_msg_stream_destroy	lifecycle
libflexio	flexio_msg_stream_flush	internal
libflexio	flexio_msg_stream_get_id	query
libflexio	flexio_msg_stream_level_set	query
libflexio	flexio_msg_stream_qp_numbers_get	query
libflexio	flexio_mutex_init	lifecycle
libflexio	flexio_outbox_create	lifecycle
libflexio	flexio_outbox_destroy	lifecycle
libflexio	flexio_outbox_get_id	query
libflexio	flexio_outbox_get_uar	query
libflexio	flexio_print	query
libflexio	flexio_process_call	internal
libflexio	flexio_process_create	lifecycle
libflexio	flexio_process_destroy	lifecycle
libflexio	flexio_process_error_handler_set	query
libflexio	flexio_process_get_dumem_id	query
libflexio	flexio_process_get_pd	query
libflexio	flexio_process_get_uar	query
libflexio	flexio_process_mem_info_get	query
libflexio	flexio_process_udbg_token_get	query
libflexio	flexio_qp_create	lifecycle
libflexio	flexio_qp_destroy	lifecycle
libflexio	flexio_qp_get_qp_num	query
libflexio	flexio_qp_modify	lifecycle
libflexio	flexio_qp_state_get	query
libflexio	flexio_query_pdn	query
libflexio	flexio_query_prm_cq_moderation	query
libflexio	flexio_query_prm_hca_caps	capability
libflexio	flexio_query_prm_heap_mem	query
libflexio	flexio_query_prm_mkey	query
libflexio	flexio_query_prm_process	query
libflexio	flexio_query_prm_process_status	query
libflexio	flexio_query_prm_process_udbg_token	query
libflexio	flexio_query_prm_qp	query
libflexio	flexio_query_prm_thread_interrupt_id	query
libflexio	flexio_query_prm_thread_op_state	query
libflexio	flexio_recoverable_buf_dev_alloc	lifecycle
libflexio	flexio_resources_create	lifecycle
libflexio	flexio_resources_destroy	lifecycle
libflexio	flexio_resources_get_app_name	query
libflexio	flexio_resources_get_eugs	query
libflexio	flexio_resources_get_eugs_num	query
libflexio	flexio_resources_get_eus	query
libflexio	flexio_resources_get_eus_num	query
libflexio	flexio_rmp_create	lifecycle
libflexio	flexio_rmp_destroy	lifecycle
libflexio	flexio_rmp_get_wq_num	query
libflexio	flexio_rq_create	lifecycle
libflexio	flexio_rq_create_cross_dev	lifecycle
libflexio	flexio_rq_destroy	lifecycle
libflexio	flexio_rq_get_object	query
libflexio	flexio_rq_get_tir	query
libflexio	flexio_rq_get_wq_num	query
libflexio	flexio_rq_set_err_state	query
libflexio	flexio_set_prm_obj_to_process	query
libflexio	flexio_set_prm_qp_2err	query
libflexio	flexio_set_prm_qp_2rst	query
libflexio	flexio_set_prm_qp_init2rtr	query
libflexio	flexio_set_prm_qp_rst2init	query
libflexio	flexio_set_prm_qp_rtr2rts	query
libflexio	flexio_set_prm_rq_rdy2err	query
libflexio	flexio_set_prm_rq_rst2rdy	query
libflexio	flexio_set_prm_sq_rdy2err	query
libflexio	flexio_set_prm_sq_rst2rdy	query
libflexio	flexio_sq_create	lifecycle
libflexio	flexio_sq_create_cross_dev	lifecycle
libflexio	flexio_sq_destroy	lifecycle
libflexio	flexio_sq_get_wq_num	query
libflexio	flexio_sq_tis_create	lifecycle
libflexio	flexio_sq_tis_destroy	lifecycle
libflexio	flexio_thread_destroy	lifecycle
libflexio	flexio_transport_domain_create	lifecycle
libflexio	flexio_transport_domain_destroy	lifecycle
libflexio	flexio_uar_create	lifecycle
libflexio	flexio_uar_destroy	lifecycle
libflexio	flexio_uar_extend	internal
libflexio	flexio_uar_get_extended_id	query
libflexio	flexio_uar_get_id	query
libflexio	flexio_version_set	query
libflexio	flexio_window_create	lifecycle
libflexio	flexio_window_destroy	lifecycle
libflexio	flexio_window_get_id	query
libibverbs	__ioctl_final_num_attrs	internal
libibverbs	__verbs_log	internal
libibverbs	_ibv_query_gid_ex	internal
libibverbs	_ibv_query_gid_table	internal
libibverbs	_verbs_init_and_alloc_context	internal
libibverbs	execute_ioctl	internal
libibverbs	ibv_ack_async_event	poll
libibverbs	ibv_ack_cq_events	poll
libibverbs	ibv_alloc_pd	lifecycle
libibverbs	ibv_attach_mcast	lifecycle
libibverbs	ibv_close_device	lifecycle
libibverbs	ibv_cmd_advise_mr	memory
libibverbs	ibv_cmd_alloc_dm	lifecycle
libibverbs	ibv_cmd_alloc_mw	lifecycle
libibverbs	ibv_cmd_alloc_pd	lifecycle
libibverbs	ibv_cmd_attach_mcast	lifecycle
libibverbs	ibv_cmd_close_xrcd	lifecycle
libibverbs	ibv_cmd_create_ah	lifecycle
libibverbs	ibv_cmd_create_counters	lifecycle
libibverbs	ibv_cmd_create_cq	lifecycle
libibverbs	ibv_cmd_create_cq_ex	lifecycle
libibverbs	ibv_cmd_create_cq_ex2	lifecycle
libibverbs	ibv_cmd_create_flow	lifecycle
libibverbs	ibv_cmd_create_flow_action_esp	lifecycle
libibverbs	ibv_cmd_create_qp	lifecycle
libibverbs	ibv_cmd_create_qp_ex	lifecycle
libibverbs	ibv_cmd_create_qp_ex2	lifecycle
libibverbs	ibv_cmd_create_rwq_ind_table	lifecycle
libibverbs	ibv_cmd_create_srq	lifecycle
libibverbs	ibv_cmd_create_srq_ex	lifecycle
libibverbs	ibv_cmd_create_wq	lifecycle
libibverbs	ibv_cmd_dealloc_mw	lifecycle
libibverbs	ibv_cmd_dealloc_pd	lifecycle
libibverbs	ibv_cmd_dereg_mr	memory
libibverbs	ibv_cmd_destroy_ah	lifecycle
libibverbs	ibv_cmd_destroy_counters	lifecycle
libibverbs	ibv_cmd_destroy_cq	lifecycle
libibverbs	ibv_cmd_destroy_flow	lifecycle
libibverbs	ibv_cmd_destroy_flow_action	lifecycle
libibverbs	ibv_cmd_destroy_qp	lifecycle
libibverbs	ibv_cmd_destroy_rwq_ind_table	lifecycle
libibverbs	ibv_cmd_destroy_srq	lifecycle
libibverbs	ibv_cmd_destroy_wq	lifecycle
libibverbs	ibv_cmd_detach_mcast	lifecycle
libibverbs	ibv_cmd_free_dm	lifecycle
libibverbs	ibv_cmd_get_context	query
libibverbs	ibv_cmd_modify_cq	lifecycle
libibverbs	ibv_cmd_modify_flow_action_esp	lifecycle
libibverbs	ibv_cmd_modify_qp	lifecycle
libibverbs	ibv_cmd_modify_qp_ex	lifecycle
libibverbs	ibv_cmd_modify_srq	lifecycle
libibverbs	ibv_cmd_modify_wq	lifecycle
libibverbs	ibv_cmd_open_qp	lifecycle
libibverbs	ibv_cmd_open_xrcd	lifecycle
libibverbs	ibv_cmd_poll_cq	poll
libibverbs	ibv_cmd_post_recv	submit
libibverbs	ibv_cmd_post_send	submit
libibverbs	ibv_cmd_post_srq_recv	submit
libibverbs	ibv_cmd_query_context	query
libibverbs	ibv_cmd_query_device_any	query
libibverbs	ibv_cmd_query_mr	query
libibverbs	ibv_cmd_query_port	query
libibverbs	ibv_cmd_query_qp	query
libibverbs	ibv_cmd_query_srq	query
libibverbs	ibv_cmd_read_counters	query
libibverbs	ibv_cmd_reg_dm_mr	lifecycle
libibverbs	ibv_cmd_reg_dmabuf_mr	lifecycle
libibverbs	ibv_cmd_reg_mr	memory
libibverbs	ibv_cmd_req_notify_cq	poll
libibverbs	ibv_cmd_rereg_mr	memory
libibverbs	ibv_cmd_resize_cq	lifecycle
libibverbs	ibv_copy_ah_attr_from_kern	query
libibverbs	ibv_copy_path_rec_from_kern	query
libibverbs	ibv_copy_path_rec_to_kern	query
libibverbs	ibv_copy_qp_attr_from_kern	query
libibverbs	ibv_create_ah	lifecycle
libibverbs	ibv_create_ah_from_wc	lifecycle
libibverbs	ibv_create_comp_channel	lifecycle
libibverbs	ibv_create_cq	lifecycle
libibverbs	ibv_create_qp	lifecycle
libibverbs	ibv_create_srq	lifecycle
libibverbs	ibv_dealloc_pd	lifecycle
libibverbs	ibv_dereg_mr	memory
libibverbs	ibv_destroy_ah	lifecycle
libibverbs	ibv_destroy_comp_channel	lifecycle
libibverbs	ibv_destroy_cq	lifecycle
libibverbs	ibv_destroy_qp	lifecycle
libibverbs	ibv_destroy_srq	lifecycle
libibverbs	ibv_detach_mcast	lifecycle
libibverbs	ibv_dofork_range	query
libibverbs	ibv_dontfork_range	query
libibverbs	ibv_event_type_str	query
libibverbs	ibv_fork_init	lifecycle
libibverbs	ibv_free_device_list	lifecycle
libibverbs	ibv_get_async_event	query
libibverbs	ibv_get_cq_event	query
libibverbs	ibv_get_device_guid	query
libibverbs	ibv_get_device_index	query
libibverbs	ibv_get_device_list	query
libibverbs	ibv_get_device_name	query
libibverbs	ibv_get_pkey_index	query
libibverbs	ibv_get_sysfs_path	query
libibverbs	ibv_import_device	connect
libibverbs	ibv_import_dm	connect
libibverbs	ibv_import_mr	connect
libibverbs	ibv_import_pd	connect
libibverbs	ibv_init_ah_from_wc	lifecycle
libibverbs	ibv_is_fork_initialized	capability
libibverbs	ibv_modify_qp	lifecycle
libibverbs	ibv_modify_srq	lifecycle
libibverbs	ibv_node_type_str	query
libibverbs	ibv_open_device	lifecycle
libibverbs	ibv_port_state_str	query
libibverbs	ibv_qp_to_qp_ex	query
libibverbs	ibv_query_device	query
libibverbs	ibv_query_ece	query
libibverbs	ibv_query_gid	query
libibverbs	ibv_query_gid_type	query
libibverbs	ibv_query_pkey	query
libibverbs	ibv_query_port	query
libibverbs	ibv_query_qp	query
libibverbs	ibv_query_qp_data_in_order	query
libibverbs	ibv_query_srq	query
libibverbs	ibv_rate_to_mbps	query
libibverbs	ibv_rate_to_mult	query
libibverbs	ibv_read_ibdev_sysfs_file	query
libibverbs	ibv_read_sysfs_file	query
libibverbs	ibv_reg_dmabuf_mr	lifecycle
libibverbs	ibv_reg_mr	memory
libibverbs	ibv_reg_mr_iova	memory
libibverbs	ibv_reg_mr_iova2	memory
libibverbs	ibv_register_driver	lifecycle
libibverbs	ibv_rereg_mr	memory
libibverbs	ibv_resize_cq	lifecycle
libibverbs	ibv_resolve_eth_l2_from_gid	query
libibverbs	ibv_set_ece	query
libibverbs	ibv_unimport_dm	memory
libibverbs	ibv_unimport_mr	memory
libibverbs	ibv_unimport_pd	lifecycle
libibverbs	ibv_wc_status_str	query
libibverbs	ibv_wr_opcode_str	query
libibverbs	mbps_to_ibv_rate	internal
libibverbs	mult_to_ibv_rate	internal
libibverbs	verbs_init_cq	internal
libibverbs	verbs_open_device	internal
libibverbs	verbs_register_driver_57	internal
libibverbs	verbs_set_ops	internal
libibverbs	verbs_uninit_context	internal
libmlx5	_mlx5dv_mkey_check	query
libmlx5	_mlx5dv_query_port	query
libmlx5	mlx5dv_alloc_dm	lifecycle
libmlx5	mlx5dv_alloc_var	lifecycle
libmlx5	mlx5dv_create_cq	lifecycle
libmlx5	mlx5dv_create_flow	lifecycle
libmlx5	mlx5dv_create_flow_action_esp	lifecycle
libmlx5	mlx5dv_create_flow_action_modify_header	lifecycle
libmlx5	mlx5dv_create_flow_action_packet_reformat	lifecycle
libmlx5	mlx5dv_create_flow_matcher	lifecycle
libmlx5	mlx5dv_create_mkey	lifecycle
libmlx5	mlx5dv_create_qp	lifecycle
libmlx5	mlx5dv_create_steering_anchor	lifecycle
libmlx5	mlx5dv_create_wq	lifecycle
libmlx5	mlx5dv_crypto_login	lifecycle
libmlx5	mlx5dv_crypto_login_create	lifecycle
libmlx5	mlx5dv_crypto_login_destroy	lifecycle
libmlx5	mlx5dv_crypto_login_query	lifecycle
libmlx5	mlx5dv_crypto_login_query_state	lifecycle
libmlx5	mlx5dv_crypto_logout	lifecycle
libmlx5	mlx5dv_dci_stream_id_reset	lifecycle
libmlx5	mlx5dv_dek_create	lifecycle
libmlx5	mlx5dv_dek_destroy	lifecycle
libmlx5	mlx5dv_dek_query	query
libmlx5	mlx5dv_destroy_flow_matcher	lifecycle
libmlx5	mlx5dv_destroy_mkey	lifecycle
libmlx5	mlx5dv_destroy_steering_anchor	lifecycle
libmlx5	mlx5dv_devx_alloc_msi_vector	lifecycle
libmlx5	mlx5dv_devx_alloc_uar	lifecycle
libmlx5	mlx5dv_devx_cq_modify	command
libmlx5	mlx5dv_devx_cq_query	query
libmlx5	mlx5dv_devx_create_cmd_comp	lifecycle
libmlx5	mlx5dv_devx_create_eq	lifecycle
libmlx5	mlx5dv_devx_create_event_channel	lifecycle
libmlx5	mlx5dv_devx_destroy_cmd_comp	lifecycle
libmlx5	mlx5dv_devx_destroy_eq	lifecycle
libmlx5	mlx5dv_devx_destroy_event_channel	lifecycle
libmlx5	mlx5dv_devx_free_msi_vector	lifecycle
libmlx5	mlx5dv_devx_free_uar	lifecycle
libmlx5	mlx5dv_devx_general_cmd	command
libmlx5	mlx5dv_devx_get_async_cmd_comp	query
libmlx5	mlx5dv_devx_get_event	poll
libmlx5	mlx5dv_devx_ind_tbl_modify	command
libmlx5	mlx5dv_devx_ind_tbl_query	query
libmlx5	mlx5dv_devx_obj_create	lifecycle
libmlx5	mlx5dv_devx_obj_destroy	lifecycle
libmlx5	mlx5dv_devx_obj_modify	command
libmlx5	mlx5dv_devx_obj_query	query
libmlx5	mlx5dv_devx_obj_query_async	query
libmlx5	mlx5dv_devx_qp_modify	command
libmlx5	mlx5dv_devx_qp_query	query
libmlx5	mlx5dv_devx_query_eqn	query
libmlx5	mlx5dv_devx_srq_modify	command
libmlx5	mlx5dv_devx_srq_query	query
libmlx5	mlx5dv_devx_subscribe_devx_event	poll
libmlx5	mlx5dv_devx_subscribe_devx_event_fd	poll
libmlx5	mlx5dv_devx_umem_dereg	lifecycle
libmlx5	mlx5dv_devx_umem_reg	lifecycle
libmlx5	mlx5dv_devx_umem_reg_ex	lifecycle
libmlx5	mlx5dv_devx_wq_modify	command
libmlx5	mlx5dv_devx_wq_query	query
libmlx5	mlx5dv_dm_map_op_addr	memory
libmlx5	mlx5dv_dr_action_create_aso	lifecycle
libmlx5	mlx5dv_dr_action_create_default_miss	lifecycle
libmlx5	mlx5dv_dr_action_create_dest_array	lifecycle
libmlx5	mlx5dv_dr_action_create_dest_devx_tir	lifecycle
libmlx5	mlx5dv_dr_action_create_dest_ib_port	lifecycle
libmlx5	mlx5dv_dr_action_create_dest_ibv_qp	lifecycle
libmlx5	mlx5dv_dr_action_create_dest_root_table	lifecycle
libmlx5	mlx5dv_dr_action_create_dest_table	lifecycle
libmlx5	mlx5dv_dr_action_create_dest_vport	lifecycle
libmlx5	mlx5dv_dr_action_create_drop	lifecycle
libmlx5	mlx5dv_dr_action_create_flow_counter	lifecycle
libmlx5	mlx5dv_dr_action_create_flow_meter	lifecycle
libmlx5	mlx5dv_dr_action_create_flow_sampler	lifecycle
libmlx5	mlx5dv_dr_action_create_modify_header	lifecycle
libmlx5	mlx5dv_dr_action_create_packet_reformat	lifecycle
libmlx5	mlx5dv_dr_action_create_pop_vlan	lifecycle
libmlx5	mlx5dv_dr_action_create_push_vlan	lifecycle
libmlx5	mlx5dv_dr_action_create_tag	lifecycle
libmlx5	mlx5dv_dr_action_destroy	lifecycle
libmlx5	mlx5dv_dr_action_modify_aso	lifecycle
libmlx5	mlx5dv_dr_action_modify_flow_meter	lifecycle
libmlx5	mlx5dv_dr_aso_other_domain_link	connect
libmlx5	mlx5dv_dr_aso_other_domain_unlink	lifecycle
libmlx5	mlx5dv_dr_domain_allow_duplicate_rules	lifecycle
libmlx5	mlx5dv_dr_domain_create	lifecycle
libmlx5	mlx5dv_dr_domain_destroy	lifecycle
libmlx5	mlx5dv_dr_domain_set_reclaim_device_memory	query
libmlx5	mlx5dv_dr_domain_sync	poll
libmlx5	mlx5dv_dr_matcher_create	lifecycle
libmlx5	mlx5dv_dr_matcher_destroy	lifecycle
libmlx5	mlx5dv_dr_matcher_set_layout	query
libmlx5	mlx5dv_dr_rule_create	lifecycle
libmlx5	mlx5dv_dr_rule_destroy	lifecycle
libmlx5	mlx5dv_dr_table_create	lifecycle
libmlx5	mlx5dv_dr_table_destroy	lifecycle
libmlx5	mlx5dv_dump_dr_domain	query
libmlx5	mlx5dv_dump_dr_matcher	query
libmlx5	mlx5dv_dump_dr_rule	query
libmlx5	mlx5dv_dump_dr_table	query
libmlx5	mlx5dv_free_var	lifecycle
libmlx5	mlx5dv_get_clock_info	query
libmlx5	mlx5dv_get_data_direct_sysfs_path	query
libmlx5	mlx5dv_get_vfio_device_list	query
libmlx5	mlx5dv_init_obj	lifecycle
libmlx5	mlx5dv_is_supported	capability
libmlx5	mlx5dv_map_ah_to_qp	query
libmlx5	mlx5dv_modify_qp_lag_port	lifecycle
libmlx5	mlx5dv_modify_qp_sched_elem	lifecycle
libmlx5	mlx5dv_modify_qp_udp_sport	lifecycle
libmlx5	mlx5dv_open_device	lifecycle
libmlx5	mlx5dv_pp_alloc	lifecycle
libmlx5	mlx5dv_pp_free	lifecycle
libmlx5	mlx5dv_qp_cancel_posted_send_wrs	submit
libmlx5	mlx5dv_qp_ex_from_ibv_qp_ex	query
libmlx5	mlx5dv_query_device	query
libmlx5	mlx5dv_query_qp_lag_port	query
libmlx5	mlx5dv_reg_dmabuf_mr	lifecycle
libmlx5	mlx5dv_reserved_qpn_alloc	lifecycle
libmlx5	mlx5dv_reserved_qpn_dealloc	lifecycle
libmlx5	mlx5dv_sched_leaf_create	lifecycle
libmlx5	mlx5dv_sched_leaf_destroy	lifecycle
libmlx5	mlx5dv_sched_leaf_modify	lifecycle
libmlx5	mlx5dv_sched_node_create	lifecycle
libmlx5	mlx5dv_sched_node_destroy	lifecycle
libmlx5	mlx5dv_sched_node_modify	lifecycle
libmlx5	mlx5dv_set_context_attr	query
libmlx5	mlx5dv_vfio_get_events_fd	poll
libmlx5	mlx5dv_vfio_process_events	poll
libmlx5-rdmav57	_mlx5dv_mkey_check	query
libmlx5-rdmav57	_mlx5dv_query_port	query
libmlx5-rdmav57	mlx5dv_alloc_dm	lifecycle
libmlx5-rdmav57	mlx5dv_alloc_var	lifecycle
libmlx5-rdmav57	mlx5dv_create_cq	lifecycle
libmlx5-rdmav57	mlx5dv_create_flow	lifecycle
libmlx5-rdmav57	mlx5dv_create_flow_action_esp	lifecycle
libmlx5-rdmav57	mlx5dv_create_flow_action_modify_header	lifecycle
libmlx5-rdmav57	mlx5dv_create_flow_action_packet_reformat	lifecycle
libmlx5-rdmav57	mlx5dv_create_flow_matcher	lifecycle
libmlx5-rdmav57	mlx5dv_create_mkey	lifecycle
libmlx5-rdmav57	mlx5dv_create_qp	lifecycle
libmlx5-rdmav57	mlx5dv_create_steering_anchor	lifecycle
libmlx5-rdmav57	mlx5dv_create_wq	lifecycle
libmlx5-rdmav57	mlx5dv_crypto_login	lifecycle
libmlx5-rdmav57	mlx5dv_crypto_login_create	lifecycle
libmlx5-rdmav57	mlx5dv_crypto_login_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_crypto_login_query	lifecycle
libmlx5-rdmav57	mlx5dv_crypto_login_query_state	lifecycle
libmlx5-rdmav57	mlx5dv_crypto_logout	lifecycle
libmlx5-rdmav57	mlx5dv_dci_stream_id_reset	lifecycle
libmlx5-rdmav57	mlx5dv_dek_create	lifecycle
libmlx5-rdmav57	mlx5dv_dek_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_dek_query	query
libmlx5-rdmav57	mlx5dv_destroy_flow_matcher	lifecycle
libmlx5-rdmav57	mlx5dv_destroy_mkey	lifecycle
libmlx5-rdmav57	mlx5dv_destroy_steering_anchor	lifecycle
libmlx5-rdmav57	mlx5dv_devx_alloc_msi_vector	lifecycle
libmlx5-rdmav57	mlx5dv_devx_alloc_uar	lifecycle
libmlx5-rdmav57	mlx5dv_devx_cq_modify	command
libmlx5-rdmav57	mlx5dv_devx_cq_query	query
libmlx5-rdmav57	mlx5dv_devx_create_cmd_comp	lifecycle
libmlx5-rdmav57	mlx5dv_devx_create_eq	lifecycle
libmlx5-rdmav57	mlx5dv_devx_create_event_channel	lifecycle
libmlx5-rdmav57	mlx5dv_devx_destroy_cmd_comp	lifecycle
libmlx5-rdmav57	mlx5dv_devx_destroy_eq	lifecycle
libmlx5-rdmav57	mlx5dv_devx_destroy_event_channel	lifecycle
libmlx5-rdmav57	mlx5dv_devx_free_msi_vector	lifecycle
libmlx5-rdmav57	mlx5dv_devx_free_uar	lifecycle
libmlx5-rdmav57	mlx5dv_devx_general_cmd	command
libmlx5-rdmav57	mlx5dv_devx_get_async_cmd_comp	query
libmlx5-rdmav57	mlx5dv_devx_get_event	poll
libmlx5-rdmav57	mlx5dv_devx_ind_tbl_modify	command
libmlx5-rdmav57	mlx5dv_devx_ind_tbl_query	query
libmlx5-rdmav57	mlx5dv_devx_obj_create	lifecycle
libmlx5-rdmav57	mlx5dv_devx_obj_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_devx_obj_modify	command
libmlx5-rdmav57	mlx5dv_devx_obj_query	query
libmlx5-rdmav57	mlx5dv_devx_obj_query_async	query
libmlx5-rdmav57	mlx5dv_devx_qp_modify	command
libmlx5-rdmav57	mlx5dv_devx_qp_query	query
libmlx5-rdmav57	mlx5dv_devx_query_eqn	query
libmlx5-rdmav57	mlx5dv_devx_srq_modify	command
libmlx5-rdmav57	mlx5dv_devx_srq_query	query
libmlx5-rdmav57	mlx5dv_devx_subscribe_devx_event	poll
libmlx5-rdmav57	mlx5dv_devx_subscribe_devx_event_fd	poll
libmlx5-rdmav57	mlx5dv_devx_umem_dereg	lifecycle
libmlx5-rdmav57	mlx5dv_devx_umem_reg	lifecycle
libmlx5-rdmav57	mlx5dv_devx_umem_reg_ex	lifecycle
libmlx5-rdmav57	mlx5dv_devx_wq_modify	command
libmlx5-rdmav57	mlx5dv_devx_wq_query	query
libmlx5-rdmav57	mlx5dv_dm_map_op_addr	memory
libmlx5-rdmav57	mlx5dv_dr_action_create_aso	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_default_miss	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_dest_array	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_dest_devx_tir	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_dest_ib_port	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_dest_ibv_qp	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_dest_root_table	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_dest_table	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_dest_vport	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_drop	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_flow_counter	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_flow_meter	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_flow_sampler	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_modify_header	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_packet_reformat	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_pop_vlan	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_push_vlan	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_create_tag	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_modify_aso	lifecycle
libmlx5-rdmav57	mlx5dv_dr_action_modify_flow_meter	lifecycle
libmlx5-rdmav57	mlx5dv_dr_aso_other_domain_link	connect
libmlx5-rdmav57	mlx5dv_dr_aso_other_domain_unlink	lifecycle
libmlx5-rdmav57	mlx5dv_dr_domain_allow_duplicate_rules	lifecycle
libmlx5-rdmav57	mlx5dv_dr_domain_create	lifecycle
libmlx5-rdmav57	mlx5dv_dr_domain_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_dr_domain_set_reclaim_device_memory	query
libmlx5-rdmav57	mlx5dv_dr_domain_sync	poll
libmlx5-rdmav57	mlx5dv_dr_matcher_create	lifecycle
libmlx5-rdmav57	mlx5dv_dr_matcher_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_dr_matcher_set_layout	query
libmlx5-rdmav57	mlx5dv_dr_rule_create	lifecycle
libmlx5-rdmav57	mlx5dv_dr_rule_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_dr_table_create	lifecycle
libmlx5-rdmav57	mlx5dv_dr_table_destroy	lifecycle
libmlx5-rdmav57	mlx5dv_dump_dr_domain	query
libmlx5-rdmav57	mlx5dv_dump_dr_matcher	query
libmlx5-rdmav57	mlx5dv_dump_dr_rule	query
libmlx5-rdmav57	mlx5dv_dump_dr_table	query
libmlx5-rdmav57	mlx5dv_free_var	lifecycle
libmlx5-rdmav57	mlx5dv_get_clock_info	query
libmlx5-rdmav57	mlx5dv_get_data_direct_sysfs_path	query
libmlx5-rdmav57	mlx5dv_get_vfio_device_list	query
libmlx5-rdmav57	mlx5dv_init_obj	lifecycle
libmlx5-rdmav57	mlx5dv_is_supported	capability
libmlx5-rdmav57	mlx5dv_map_ah_to_qp	query
libmlx5-rdmav57	mlx5dv_modify_qp_lag_port	lifecycle
libmlx5-rdmav57	mlx5dv_modify_qp_sched_elem	lifecycle
libmlx5-rdmav57	mlx5dv_modify_qp_udp_sport	lifecycle
libmlx5-rdmav57	mlx5dv_open_device	lifecycle
libmlx5-rdmav57	mlx5dv_pp_alloc	lifecycle
